Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
31/1/2023 6:20,135.28,Romil Kibe,26d20a557a51a91e24f9541af6e4be4292680f51762c1ed11caadbc6f49f2786,"Krishnamurthy, Shah and Toor",8013,Baranagar,INR,Visa,Jul-32,5cf4e26bd3d87da5e03f80a43a64f1220a1f4ba9e1d6348caea83c06353c3f39,12,48889d6d-95bc-47bd-9cec-ebd2156f4d60,1,3 or more,Online,217.198.69.122,Desktop,hrishita71,"Id cumque quam impedit voluptas.
Magni enim est error. Porro quasi odit iste eos dolore.
Esse iure sunt modi exercitationem magni impedit. Non facilis pariatur libero nobis consequuntur eos."
16/6/2023 12:50,1025.97,Raghav Chandran,0e1bcb00d3397ddba9a699d86a7302298ceb49071790196548fcd0180c24d72a,"Contractor, Dhaliwal and Shankar",8420,South Dumdum,INR,MasterCard,Mar-24,12e967ca0f368d0d8511518c58c6929146650bb1babce4448263e67722dd0161,0,a26dd9bb-989b-4cf1-91f9-87e46ff44759,1,1,Online,220.150.8.100,Tablet,,"Deleniti esse sunt labore. Et ab autem facere facere non culpa.
Ad officiis fugiat consequatur error nam alias. Accusamus eos sit nisi unde."
25/7/2021 15:36,3238.98,Neysa Kashyap,d83e030cfeff9c5046ea7bcd683588f11bb17560b78eb79f8c7234a9c27075b8,Chaudhuri Group,5954,Dehri,USD,Visa,May-31,1158e7e12c5e7362318e5e3c2e1f2f1ab49578ab1d1691e9818a7c3f6b30b528,12,1b3f6e28-0904-499e-9619-b4faa1fa365f,1,1,Online,212.7.175.33,Mobile,,Harum laborum veritatis culpa voluptatibus possimus. Aliquam molestias deserunt placeat tempora aspernatur. Ea fugit dolorem ipsum voluptatem fugiat.
17/5/2020 16:40,862.86,Vedika Deol,c96ff2ab80ba2d5a2a5ced4b630913c9cbc44e662e5f76607db14da5d20616ae,Upadhyay Inc,3682,Mira-Bhayandar,INR,MasterCard,Feb-27,3038bfb575bee6a0e61945eff8784835bb2c720634e42734678c083994b7f018,5,d2b8bc8b-d797-444f-aa8c-c33ed1d6059e,0,None,In-Person,201.8.224.52,Tablet,xdash,Ad ducimus delectus debitis. Molestiae accusantium veritatis commodi eius laboriosam. Quo cum assumenda consequuntur aliquam recusandae.
25/1/2021 4:14,1477.7,Eva Ramakrishnan,969bdf858cb1ab5f454fe5a0ebb3acf4b83f8720b3c946f081c2ef3d739ef051,Bajaj-Wadhwa,2660,Ludhiana,INR,MasterCard,Dec-24,82a93b152b275d4c8de67c3d05c9b00e92477eeb024f117c7632cdb26fd874aa,5,20adf47c-7711-4734-80cd-09d4853c4496,0,None,In-Person,39.171.112.172,Desktop,laganchokshi,"Tempore officia ut doloremque porro nisi facilis. Placeat provident quasi doloremque. Unde aspernatur impedit.
Tempore expedita ipsa repellendus libero."
14/4/2021 18:43,1238.27,Riaan Kakar,8e8147bbc6183dea90b40e4d75ba68bfe9348964d9f7b7b3c3db4a6327ec813f,Ranganathan-Khurana,1159,Visakhapatnam,EUR,Visa,Aug-27,f135e1799003db6188c584366bc8567e2a5baf1147cd484466d17e68e3c044df,0,11fe9f6f-3cc7-4f9a-ac84-df04339882aa,0,2,Online,172.171.197.237,Desktop,,"Officiis ea id laboriosam temporibus praesentium. Quo quasi nobis optio iste ipsum debitis.
Unde quidem maiores sed consequatur. Ea esse aliquid debitis minima dolorem."
5/2/2020 12:23,657.26,Divij Vora,d970519b61b6a9338d9f9795d6b42ae9040233d5613cb46a825c167be108e416,Brar and Sons,2615,Ramgarh,USD,American Express,Nov-23,833cd8c0e698745b16dac196a511327c3b30258a0d9b96710745d28eca932533,0,024ede93-e2d4-4f77-b0d1-4752a8e50a6c,0,None,Online,174.210.134.227,Mobile,,"Aliquam commodi commodi. Odio deserunt vitae fuga ipsam nobis.
Illum rerum alias iusto beatae cum. Magnam dignissimos nostrum dolor inventore vitae officia. Corrupti rerum nostrum facilis."
9/5/2022 2:54,923.48,Ivan Saran,ddafed2615a58c3c94ec5035f55cc982de7441a113352914417ed2f4cc6774c5,Banik-Handa,6473,Rajkot,INR,MasterCard,Oct-28,66a3c6db23417d04441d223f67bdf73a5f195a03db472cd55c14388756ceb506,0,6227249b-800b-443a-a2de-a1f7c8a7ea64,1,2,Online,111.193.59.78,Tablet,,Illum at ratione vitae reiciendis mollitia. Quasi sed rem a provident consequatur. Voluptas ad eos laborum saepe fuga numquam.
9/8/2020 17:36,3728.52,Mishti Deshpande,8d9841de4968bf6d7787b9d09d8083b4198356523d4cd9dca8427bd8f61031c6,Bahl PLC,5223,Purnia,INR,MasterCard,Jul-27,9f6cb78c09b22a1a10564f6be4a1784327a42ff11a10a31d355435db59f44710,5,2f937457-2e48-4da0-b32c-cdabcb071d7c,1,None,Online,150.161.251.21,Desktop,armaansodhi,Suscipit doloremque minima voluptatibus cupiditate debitis veritatis. Ipsa reprehenderit et porro occaecati.
6/2/2020 16:07,4247.73,Pari Raval,602f26220e02c78b6dc7cf859f7e8f2c79802d9282867e685c11fce472c02e60,"Handa, Dara and Comar",2923,Nanded,INR,MasterCard,Jul-33,27d719c754aacd492a6dc8a1b76619355abcf5ef473cbec02018d3c57ebbf0d5,0,c342f8d3-9141-48ea-b68f-1271fcd246d1,1,2,Online,204.179.244.122,Mobile,jayant19,Sapiente necessitatibus deleniti fugit quibusdam. Alias eligendi quod tempora provident enim. Autem illo reiciendis deleniti minus.
12/7/2021 3:35,2856.22,Taran Mand,9f7046e393b202aa5cb4ec9f15b55e40aaaf0e4ecba8eb6ae2fcc87631cf9fec,Loyal Group,2700,Karnal,INR,Visa,Jul-28,28955b1fb53203e2ff246fd2d4c3e148d4666a617469cdcc86060985682ab4bc,12,3a43c507-f077-4841-8fd4-a0d6c8911da4,0,None,In-Person,75.130.190.34,Mobile,,Veritatis consequatur ea similique numquam ducimus. Repellendus excepturi adipisci quae. Id consequatur voluptate accusantium.
8/5/2021 0:19,1743.94,Madhav Gade,907e4a95dfb822f510b670b412a0e0839a46e916638f5b7472342fca234b8fca,"Vyas, Dua and Dutta",9881,Madhyamgram,USD,Visa,Jul-29,096012b7ebcaf56d1d63b2784d2b2bbdeae080d72ad6bd1b9f7018e62a3c37d0,12,e493140a-820a-4d1b-acb2-ca32c5518e81,1,None,In-Person,144.187.33.220,Desktop,,Temporibus atque quisquam inventore doloremque architecto. Quos incidunt non voluptatum eligendi eum. Inventore qui sit provident corrupti officiis nulla sequi.
18/7/2022 11:06,649.56,Elakshi Garde,b3e72729b1d6bb162e0116a1da739061261fa4e21f9c9a80e39ca08f54d99267,Tata Inc,3924,Bhiwandi,EUR,Visa,Aug-27,284de502c9847342318c17d474733ef468fbdbe252cddf6e4b4be0676706d9d0,12,ffec2285-7880-4a56-8d89-c3e39b76e75d,0,None,In-Person,48.31.41.58,Mobile,anahita10,"Repellat sapiente veniam ipsa. Eligendi ratione magnam molestias nulla natus.
Quidem nemo voluptatem modi iure earum consequatur."
8/4/2023 9:22,2769.1,Dhanush Sunder,d07c7cb96886ab60cd96d7e429467ecb00c913e1687832b7983407aa6e0db358,Bajaj-Kanda,8599,Kozhikode,USD,Visa,Apr-25,ad8fa913d25b3970c6efa8ca504da8ba670ce2a9cf012d399b71924deb483d3f,12,19f013ec-b1f1-4d22-9e4d-368bb3364649,1,None,Online,158.6.164.140,Mobile,mannat04,"Officiis tenetur officia tenetur perferendis impedit deleniti. Officia impedit magnam libero.
Excepturi veritatis quam neque quae culpa possimus. Repudiandae quos quod illum repudiandae."
2/8/2022 11:03,4933.1,Aayush Chokshi,2f4feb080fb18d3b734966c7a8cf7ab84a60e266f6612d20291538a947742cbd,Chacko and Sons,6867,Kishanganj,EUR,MasterCard,Feb-25,5480ab857f30bc9abdc0d88179b66cb30b6a294029f8bed71e3b606a19941359,12,f8e9cc4b-f9a4-427b-a80b-1ef4758bbf4b,1,1,Online,212.11.51.52,Mobile,kbuch,Dolor reprehenderit soluta dolores. Facilis aliquid id praesentium corrupti voluptatem porro.
10/7/2022 13:46,4881.18,Ivan Hayer,335b7d61f4ac5e53f7795d646e1835e87d1a41b1e97ac400d10dd33be35cd990,Vaidya Ltd,8030,Sonipat,EUR,Visa,Apr-26,3de8392541ace28284aca7f2724273739fcf4cf73de276a8ddd3547c0011323c,5,a095ef72-3948-4528-a4a0-772446eaa83e,0,None,Online,19.181.239.182,Desktop,haldernakul,Itaque nesciunt ipsam recusandae optio recusandae illo. Nemo doloribus voluptas cumque maxime.
19/9/2022 1:08,880.44,Eva Deshmukh,0784b37bde8289fe9648f28ced7bf6706471ea3f8575b8f2ac8ede9ce0c86280,Wable-Shere,3142,Ranchi,EUR,American Express,Mar-26,0b0fc3be2ee8d1d33518036b0f38402ee7bc022380a0b9653886019d38acd128,12,4087713e-f68d-47be-991d-aa632b5d9b51,1,2,In-Person,79.34.181.32,Tablet,,"Commodi autem placeat. Repellat officiis quia repellat saepe ea alias.
Maiores necessitatibus repudiandae sapiente. Eius sapiente officiis qui eos. Vero ea vitae laudantium porro nisi."
1/9/2021 13:22,2380.93,Parinaaz Rana,5e61e87d856cca04974cced9ba2ac45fccbb545c2811c5f903e04258be972b67,Buch LLC,2786,Ongole,INR,American Express,Jun-24,5b60f221d4a1852afd0194ad0857fae9c558608e35621dce43301e8c771b7877,0,e202e89c-bb86-4b25-8858-91861e23a510,1,None,Online,220.48.80.81,Tablet,ksant,Vitae beatae laudantium debitis. Autem nam repellendus saepe at non nihil. Odio voluptatem laboriosam perspiciatis explicabo. Aliquid nulla earum unde quas totam doloremque accusamus.
26/3/2022 23:32,683.8,Advik Sachdev,945b5e92b49d33873fa17851ffa3768b8b17406ebb5f166e53672ca18450e2e2,"Sule, Amble and Edwin",3975,Eluru,USD,MasterCard,Jun-24,8df66f64b57424391d363fd6b811fed3c430c77597da265025728bd637bad804,5,5c0ba3d6-6616-4d9b-88d4-eae00e61c08b,1,1,In-Person,39.168.239.91,Mobile,zachariahfaiyaz,"Et delectus soluta cupiditate amet. Odit possimus tenetur consectetur atque sit esse. Suscipit ipsum ad dolorem perspiciatis.
Unde magnam quas molestias."
24/7/2021 9:28,3226.51,Shlok Batra,b68aa3a224d2641cd7db8b52d345f6f77d6967aec69fc4ecd17595636fe358ad,"Grewal, Bhalla and Loke",1606,Sasaram,USD,American Express,Jun-24,6af1f692e9496c6d0b668316eccb93276ae6b6774fa728aac31ff40a38318760,12,cccb3eea-dd1b-4b87-90e7-09b69d7743d4,1,None,In-Person,203.213.248.235,Mobile,tatakartik,"Beatae nulla animi libero minima ipsa voluptate.
Alias et officia alias libero. Sunt maiores architecto deserunt."
7/7/2022 3:47,1385.22,Lagan Lata,8d4759bd11e884f953173d3950be3b1ea10ed085b0adcf11b05de11b6aa855d0,"Bhardwaj, Jayaraman and Sathe",8856,Aligarh,INR,Visa,Jan-27,c75de23d89df36ba921287616ee8edb4c986e328a78e033e57c1e5e2b59c838e,5,91994473-bd87-49a9-b3a1-c72d582218b4,1,1,In-Person,158.223.210.114,Mobile,,Illo tenetur delectus quaerat praesentium. Deleniti labore aliquam. Itaque laborum voluptas necessitatibus optio illum.
9/9/2021 5:04,3199.31,Khushi Venkatesh,10e4c1407fb5b1bfc63e14bb6ee98f6d2c0771b23693ffac69b131e7e71f26c1,"Sodhi, Mahajan and Sheth",3140,Jhansi,EUR,American Express,Mar-31,509694b0a010c6431900e71b8210521af57d39ce8e64deb365f0a5c6c9a2ef6d,5,a3abcb9b-a29a-46fa-89d9-c97baa087bcf,0,3 or more,In-Person,203.251.81.211,Tablet,,Sit ducimus consequuntur amet. Provident exercitationem ipsa magnam porro possimus. Exercitationem nostrum accusantium quaerat.
12/11/2020 19:10,95.07,Prisha Kapur,39283a56bbaf3cd1889e10e86786f7f4a043f89b27e10875e3676cc0f50946f4,Saini Group,2993,Madanapalle,EUR,MasterCard,Feb-31,87acb1e183a2b0f74c3b2008b8ef6975a95269bc490a8886f317fa4bd714b085,0,58a1bc66-501b-49f2-bca8-7386c387d2f4,1,3 or more,In-Person,48.141.78.17,Mobile,,Dolor eligendi magni iusto error. Totam voluptas perspiciatis dicta cumque ut. Similique numquam perspiciatis aliquam reprehenderit.
22/7/2023 0:10,3608.84,Tejas Biswas,4210d17042ef58b3f7457d6a63a0e302c476331bdef103dd0f44dad2fd456f5a,"Butala, Bansal and Gola",4420,Vellore,EUR,Visa,Oct-27,2d1007980f49215311f7f1012e84f99b801eb5daeca04dedea3ada41cc45353b,0,84d22f17-bf08-4864-8804-ad1bc63285df,1,2,In-Person,166.174.81.17,Tablet,,Molestias voluptatum veritatis quia mollitia fuga illo. Dolorum deleniti eius quod assumenda. Excepturi excepturi excepturi non sequi.
13/1/2021 16:54,4628.53,Stuvan Bakshi,925ea71f93e76b4b30abde5e817eb5cc55e05e2148db343b845c7d5ad41249c9,Chad-Sandal,3313,Yamunanagar,USD,American Express,Jul-29,59b524f8de039389005bce58385cae1d9241abd663e87647727abc8802e85c3b,0,88545a67-1759-4a8a-9d4c-f86ff0603cd6,1,1,In-Person,42.23.86.2,Tablet,,Aspernatur quas nesciunt quia. Ad illum doloribus. Eius doloribus sequi exercitationem.
26/12/2021 8:59,2644.9,Emir Sagar,5fb99b1d7b1810b98ccd127b1f20add18ebbc4f0d60030ad1d8b1b147d551756,Kala-Rege,3068,Nagpur,USD,MasterCard,Apr-30,88b54564b232405ab2165996517fece1149259cf1ea262a375db0f66039294d0,0,3c260de0-abfd-4641-a635-9253d6243a6e,0,2,In-Person,192.220.97.110,Mobile,,Nostrum perferendis aspernatur quas. In molestias commodi sed id occaecati quas. Dolorem pariatur cum maxime repellat similique.
26/10/2022 15:48,3785.17,Armaan De,4a88f86954e74539050faafb9acce6b2520183e6f9c35ead58bc0f31a23f88ff,Golla Group,3737,Noida,INR,Visa,Feb-32,9b19f9ab816598a0809e4afd5d60800f2dbef9cbb9b03ad2ce766b3c237b9059,5,08ccb1ee-6aa4-4904-9d3b-d73308b25453,1,1,In-Person,90.25.243.249,Desktop,,"Harum illum eum dolores architecto. Porro voluptatum voluptatem.
Voluptatem doloremque animi odit. Perspiciatis ipsam earum rerum.
Tempore cupiditate temporibus quo eligendi optio."
26/3/2020 3:31,243.11,Jivin Handa,7d30265649a9275123d86ec99f40acd6ca0e4a4199a5e77fafc420894d8b2f44,Ghose-Deo,2287,Jaipur,EUR,American Express,Mar-24,a4e00d7e6aa82111575438c5e5d3e63269d4c475c718b2389f6d02932c47f8a6,12,7d55334e-f038-484e-bd84-a6d51fdefd89,0,3 or more,In-Person,108.115.0.81,Tablet,ishitasem,"Atque exercitationem accusantium molestias magnam illum. Totam saepe magnam animi.
Ipsam voluptatibus recusandae in possimus iure corrupti. Repellat laboriosam rerum provident amet."
12/1/2023 21:38,838.09,Tarini Rajagopal,805d9d91cac2d504be5ba4a0a33c1cd87a7e5e14154cbaf45979ac26bd0988bf,Mand-Sodhi,2404,Shivpuri,USD,American Express,Oct-26,15a26c6fa5151c712acc7ee45a1fd525ab85b801f096847c7d5fdf49efeabb4d,12,c92e7443-7b9e-4338-b061-d33d40bf9c8b,1,None,Online,60.134.142.100,Tablet,madansuhana,Officia necessitatibus error modi atque. Aut beatae voluptate nostrum itaque. Excepturi nulla quibusdam totam quisquam explicabo.
21/10/2021 1:10,3043.67,Ahana  Kadakia,6c21e0d1c26800734f7a4a231cce6a957ccf493071f047e1e6505a8400b64df5,Sinha PLC,8977,Bhiwandi,USD,Visa,Mar-33,96da2f8885ba92c9ca4d34bb763a3bc9e19017f0df6424956d61f45abdc7f241,0,55b53b87-cc29-4d44-80eb-7f53a999d251,1,1,Online,4.50.78.207,Tablet,madhavkrish,"Sapiente quae inventore ipsa minima ipsam. Inventore vel illo vero ut.
Labore at laboriosam quia excepturi. Nihil quo iure ea quam ullam occaecati."
7/9/2023 3:14,769.89,Oorja Ramachandran,c83f1a8291895c77b2b52b6a4f348c3ace0da1dc5360b42b8babfd59b73faab0,Chander and Sons,1875,Muzaffarpur,EUR,MasterCard,May-24,9197e4844abed2fea3569a2acf7b0d584c979c333ab7ae10ba6c339898776f5a,0,ebdbb112-9326-48fc-b462-48a6d1059e86,0,None,Online,194.35.14.121,Desktop,,Est voluptates pariatur blanditiis delectus esse. Maxime dolore dolores deleniti aliquid saepe. Vero consectetur maxime.
3/4/2020 1:13,2973.01,Tejas Korpal,c829d490da9cb01a116d898a529bb69e153465cd75990b9e7cf6de3483417a81,Bedi PLC,9686,Dindigul,INR,American Express,Jun-33,3292bef42975c0ab63a2e9ab72143d6e2658dbd6e81a28cb9cf7618ff906c978,5,af0cc3d1-617f-4d36-829c-f7b1e40f33a3,1,3 or more,In-Person,51.219.199.232,Desktop,mandadira,"Est blanditiis possimus amet sequi quos.
Ea inventore tempore voluptatum. Voluptate at necessitatibus distinctio inventore totam placeat. Soluta amet modi itaque."
14/4/2022 1:30,542.93,Indrajit Vyas,db37d826cec31331790a38f5ef2c84c327552a2789129ab5e8149b6874c3c619,Chandra and Sons,3353,Raichur,USD,American Express,Sep-30,86b700fab5db37977a73700b53a0654b21bdad0896914cc19ad70dee5f5fb3f6,12,241eb8b5-0b0f-48cd-a991-55152d289635,1,3 or more,In-Person,80.116.129.141,Desktop,,Praesentium velit aliquid iste at accusantium magnam. Ipsum excepturi error aperiam. Laudantium reiciendis atque excepturi fugiat.
30/3/2022 17:35,2897.53,Riaan Sane,b1a76f713d540985bc2e994fd9e9ce98a107306e54ea455a5edd7353cfd9db15,Som-Rout,9049,Kozhikode,INR,American Express,Oct-26,9ae2bdd7beedc2e766c6b76585530e16925115707dc7a06ab5ee4aa2776b2c7b,0,6859bd30-e648-4485-ba01-3e018cd8022c,0,2,Online,172.214.41.69,Desktop,,Eligendi asperiores eveniet voluptates pariatur explicabo assumenda. Aliquam recusandae exercitationem expedita officiis illo. Eaque tenetur hic at.
11/5/2023 23:31,2725.4,Aradhya Som,ee88b2ad22eab9248f5bc31ae001d90f796efd7dc06f39b9cea6fa0f6887c13c,"Barman, Bhatnagar and Dalal",1732,Allahabad,USD,MasterCard,Feb-28,14063697603e22d600d336bee6cff12c8be93509ce84a0642918d89b2aef1753,0,61273cfa-6fb0-451f-9f4b-ef9be7986f9b,1,3 or more,In-Person,205.111.9.129,Desktop,,Mollitia quam incidunt consequuntur voluptatibus quae. Optio quisquam id odio maiores dolores. Libero ut laudantium occaecati blanditiis iure.
3/4/2020 15:40,303.74,Jayesh Choudhry,9257dfb9dc134b4a38ae24f044d4ea51e16f8cb48294b7b5464bea0f16a16a22,Dhar-Barman,6721,Navi Mumbai,INR,Visa,Jul-25,612111a352a571cbed3927ec6f74948849bcc9fe8489bf4f0d6235afdc0a4ad7,0,142da3a4-2248-4fd4-afaa-09692c4357c1,0,None,In-Person,78.163.128.245,Tablet,bsundaram,"Iusto dolore sint veniam vitae. Nobis est nam aut aperiam. Non quod ab nam iusto.
Ipsum in neque animi. Ipsum repudiandae placeat qui."
15/7/2022 20:18,4799.88,Purab Dass,9a9798cd0f3fe889d379184f0094becc5c94a8e27520dacf05ac071adf671d95,Khalsa-Kaur,6032,Rajkot,USD,MasterCard,Jan-31,11f8e31ccbdbb7d91589ecf40713d3a8a5d17a7ec0cebf641f975af50a1eba8d,0,196efa3a-41bd-4d1c-8456-ee3361db5896,1,1,Online,192.0.70.241,Mobile,,Minus culpa fugit corrupti nesciunt. Illum dignissimos aliquam. Ipsum quis natus. Ea veniam aliquam aliquid dicta odio porro.
4/6/2020 21:22,152.7,Renee Andra,1ae37c749affc9e35a3aeb6fa1487051d7d4dfc8b5f5ab2573ec5b5d5813ed9b,Bhatt and Sons,1196,Bokaro,INR,Visa,Jul-28,d7be6321b3d940822dd195bcc86cca411cd9d95f82301d04b84119671575a2d9,12,4e441304-8816-4e08-bfc1-550a266bdcac,0,2,Online,144.61.136.128,Mobile,skibe,Repudiandae veritatis doloremque dolorem possimus. Cupiditate qui fugiat libero laudantium facilis. Ea aperiam voluptates nihil molestias aliquam tempore voluptatem.
24/3/2020 2:33,4200.15,Jiya Vala,26e1146f14eeec90f8960153ceaba237e0e444bed53de4155c3f9c4644d0d172,Bahl-Ramaswamy,9398,Narasaraopet,EUR,MasterCard,Apr-32,da6813d10025369ac0411363a16ab750adb21c6d0b38a03a9fc5ce58134da875,0,58a9c8a1-85bd-4e48-83c9-8d2c4e9e0db7,0,2,In-Person,45.100.242.93,Desktop,nakuldube,"Repudiandae fuga eaque modi. Quis minus nisi pariatur. Odio a dolore odit.
Doloremque explicabo ex. At illum minus incidunt."
8/10/2022 17:25,361.26,Nirvi Thaker,954f8d1f1549b1d58e1682c0c73de3553aca41bc8a4997bb2ea96f6e81eded8d,Baral-Dhawan,7909,Deoghar,INR,Visa,Apr-26,36094ed4fbe8579bc96cb4b210081adf2b766586f75b90d493dd706d9c6e64fe,12,43a6d82e-d33c-4159-b839-c173f0532bc9,0,2,In-Person,97.78.178.250,Mobile,shalvarya,"Dolor impedit reprehenderit iste esse repellat. Ducimus ut architecto.
Quis nihil repudiandae assumenda aut possimus. Blanditiis blanditiis nisi facere fugit iste dolor."
3/8/2023 6:04,4580.72,Manjari Seth,fc1355b21dbdde280d6a5f83d4311fefe472163d998377d6101b32d23ee89826,Kunda-Srinivasan,7812,Sultan Pur Majra,EUR,American Express,Aug-32,4099ed5ba70aebc5a9dc26bc2093d4b45839f99b306bd12f68cedfd351e6ab7a,0,9bbd1fc6-4479-442f-847a-258a55c3b639,1,2,Online,181.195.66.248,Desktop,bailnakul,Consequuntur aliquam totam cumque. Officia voluptates iure fugiat voluptatem itaque. Exercitationem corrupti voluptatum dicta quaerat quaerat dolores mollitia.
21/9/2020 21:18,1072.46,Raghav Lata,226feeca1f90f9889aa3556cbdc1e699395c4fd1b7c6f57d382cae1851e43e72,Viswanathan Ltd,9369,Mango,USD,MasterCard,Dec-29,828bb918957379a792e06807bcd291daf3c1efaa51325f32d2fc7e3280f1b983,5,0bb90aee-6e74-4e4b-9859-427edc26b000,1,None,In-Person,150.128.10.50,Desktop,mannatkadakia,Adipisci animi ipsam voluptate quidem earum dolores. Nostrum aliquid expedita dolorem veritatis beatae labore. Laboriosam et tempora qui ipsam.
21/3/2021 5:14,897.96,Romil Wable,7161bf999a400ae258a9207de2e3d9bb9b34cbc54a915aef2e3f00c86d056ce3,"Bumb, Mann and Ravi",5545,Darbhanga,USD,American Express,Jul-30,70d432707ec2478670d5b36a95d5b1000cb9c3ef6ea1fb7be14b060775723d03,12,a82ed973-bdb5-4db5-b7b4-b0c82f193ea8,1,None,Online,194.82.199.34,Desktop,rvaidya,"Iure iusto non doloremque. Dolore iure perferendis praesentium sapiente assumenda.
Laboriosam autem quia suscipit et ut tempore ut. Rerum assumenda cumque."
2/3/2022 23:47,1820.09,Ranbir Rastogi,f2a96c109e48e7b9f5d5707b6c2f89f5155b416524ad3f310df176ec88cc7064,Chhabra Group,4114,Mehsana,EUR,American Express,Jan-32,43974ed74066b207c30ffd0fed5146762e6c60745ac977004bc14507c7c42b50,5,a464eec3-7ae0-42c4-8b62-eba7ffb2b253,0,3 or more,In-Person,174.19.39.224,Tablet,gatik02,Nostrum quibusdam veritatis animi. Cum eveniet quasi explicabo magni.
26/2/2022 14:00,1705.87,Manikya Wable,1a556e03ee386d73aeaf4c4ba0219ee32830b5d86c49d5d77e02b9cf313dd068,Bawa Inc,4559,Nashik,USD,American Express,Apr-32,728bf33aab1d32d4dca8fcc6a020d8baeb6b9910104541aa68c2d408154734fc,5,47e94b53-0a39-4c77-82b6-c47a1fb2fe24,0,1,Online,139.83.183.45,Tablet,aaryahibedi,"Voluptatibus nemo possimus veniam voluptatibus soluta praesentium.
Error quia deserunt omnis. Ducimus itaque aperiam corrupti. Amet numquam aliquid molestiae saepe exercitationem dolor."
21/5/2023 10:12,1108.33,Saira Dash,3f511f025e88b56b451d74b297ce4a20d5fafeea21ddddd309d88b98f01be93d,Dhar Ltd,6773,Raichur,INR,Visa,Jan-28,1de4d95a81eb1780d5c21a880a8be6595306670af426e40872b2a03c5cfb9996,0,be2fb574-14e7-4fe7-b6db-962dad95f9a7,0,1,Online,206.180.177.41,Tablet,tejas55,Aliquam odio asperiores delectus ratione. Magnam autem cumque voluptatem eaque.
21/8/2021 23:33,2605.74,Riya Sharma,06603acee46fa532921156b63fcf5d9a066ec0a5bfe8bdcaa94cf9c9a3843c51,Sethi-Shroff,7594,Sambalpur,INR,Visa,Apr-24,367461e6dd07bdb57342cb64b2a8d8e0fa13c53842a95ec20a90d35bdd6eb77f,5,eb9013cc-9d6d-43ac-9f0f-60ba8b91dfa4,1,3 or more,Online,195.20.30.181,Desktop,,"Rem minima dolores neque amet odit expedita autem. Ex exercitationem voluptas perspiciatis iure maxime hic.
Officiis magni dolore animi neque animi."
17/9/2023 10:55,4403.73,Raghav Gupta,e81a1e0bee6a5e98dca56bfe76ce2ae68358c15e888c977b5f87869087cde980,"Wali, Gandhi and Sunder",2707,Buxar,EUR,MasterCard,Jan-30,2d54ab36581c7e905efeb3ca6973038a83cfbe1cb1c253cd6c26db4a0320d0ed,0,e7b5a30b-c175-4aa7-9b92-ecc9e8a59881,1,3 or more,Online,142.105.102.18,Desktop,vidurganguly,Ad velit distinctio occaecati commodi animi voluptates. Ipsa amet voluptatum mollitia. Nostrum odio minus distinctio neque neque.
24/2/2022 12:56,2992.33,Jayant Bali,abfc3ea70dd03a066907c38054faff2a33329f867dee5e36c4a66098cae26f7e,Chakrabarti and Sons,7334,Gangtok,USD,Visa,Sep-27,093434a3ee9e0a010bb2c2aae06c2614dd24894062a1caf26718a01e175569b8,5,52d77d45-0705-4e9d-9f46-00baedbc612b,0,None,Online,86.27.241.159,Tablet,,"Nihil sint animi et nisi amet. Ut ipsum pariatur voluptatibus porro quaerat eius. Corrupti sequi cumque nostrum sit unde quis.
In inventore ea minima iure soluta."
23/10/2020 14:50,1285.83,Dhruv Andra,fa1ae611b467dae48558da5064f253f0dcce5bc4d2b040adf9ac3c17ad408169,"Krishnan, Thakkar and Venkataraman",6625,Bally,USD,American Express,Feb-30,fbe10beedf9d29cf53137ba38859ffd1dbe7642cedb7ef0a102a3ab109b47842,0,5c9cf158-e4b4-4a04-b937-a4cd8172c185,1,1,In-Person,196.198.177.146,Desktop,,Repellendus tempora quo delectus. Numquam commodi dicta aliquam aperiam ad. Maxime sit in doloremque excepturi dolores iusto consequatur.
12/1/2021 9:44,3916.38,Arnav Thakkar,de1488213e0d0d747a34b73044e9f1c9cf06112091e2d5f9f38b713643bd9f65,Deshpande-Rege,2926,Sikar,USD,Visa,Feb-27,a829c72c42755e384141ad8f163e4965ef5c9f8f0e07378c1d05a7222af0dd80,12,6681b06f-0f36-4a39-94be-2eba09e924ee,1,2,In-Person,86.170.25.116,Tablet,oorjavora,"Atque veritatis iure libero quo labore est commodi. Voluptates cum dolores neque accusamus.
Autem eum officia nihil. Quam rem odio numquam architecto. Sit voluptatum earum officia ipsam nemo fugiat."
1/11/2022 6:19,3922.86,Gatik Konda,d5a82217f583c45dc2a2e680d3e316f89625ed931fe7df167f76c1570748850b,"Chada, Lalla and Yogi",6667,Pallavaram,INR,MasterCard,Jun-27,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,0,413e7297-5312-48dc-b86b-1bcc8280ca81,0,None,In-Person,87.48.78.126,Mobile,solankidiya,Porro aperiam placeat itaque eaque. Odio assumenda error facere. Eaque beatae officia repellendus suscipit deleniti quibusdam.
